place,name,blkgrps,population,households,alltransit_performance_score,state
"""5575625""","""Spooner""",0.65,1302.45,592.05,0.0,WI
"""5575775""","""Springbrook""",0.01,11.4,4.9,0.0,WI
"""5575975""","""Springfield""",0.08,70.95,24.71,0.0,WI
"""5576025""","""Spring Green""",0.47,824.96,342.95,0.0,WI
"""5576300""","""Spring Valley""",0.65,682.86,264.01,0.0,WI
"""5576625""","""Stanley""",1.06,2119.61,903.88,0.0,WI
"""5576825""","""Star Prairie""",0.06,106.22,41.5,0.0,WI
"""5577100""","""Stetsonville""",0.01,13.49,5.71,0.0,WI
"""5577175""","""Steuben""",0.09,48.46,19.36,0.0,WI
"""5577200""","""Stevens Point""",19.29,24571.46,9448.47,0.0,WI
"""5577400""","""Stockbridge""",0.18,186.13,84.1,0.0,WI
"""5577475""","""Stockholm""",0.02,34.02,15.07,0.0,WI
"""5577550""","""Stoddard""",0.08,85.34,36.78,0.0,WI
"""5577625""","""Stone Lake""",0.01,12.13,5.36,0.0,WI
"""5577675""","""Stoughton""",6.55,9799.17,3910.92,0.0,WI
"""5577750""","""Stratford""",1.64,1404.38,578.69,0.0,WI
"""5577825""","""Strum""",0.02,32.99,13.09,0.0,WI
"""5577875""","""Sturgeon Bay""",4.74,4585.26,2391.07,0.0,WI
"""5577925""","""Sturtevant""",4.25,5157.24,1606.72,0.7,WI
"""5577975""","""Suamico""",5.98,12185.31,4605.58,0.0,WI
"""5578175""","""Sullivan""",0.06,108.93,43.56,0.0,WI
"""5578375""","""Summit""",3.62,5250.21,1884.17,0.3,WI
"""5578425""","""Summit Lake""",0.01,7.55,3.46,0.0,WI
"""5578600""","""Sun Prairie""",9.85,21167.68,8732.27,0.0,WI
"""5578650""","""Superior""",25.0,26143.97,11416.79,3.8,WI
"""5578660""","""Superior""",0.3,260.83,109.0,2.9,WI
"""5578725""","""Suring""",0.01,27.87,11.91,0.0,WI
"""5578750""","""Sussex""",6.48,8633.94,3554.16,0.0,WI
"""5578980""","""Tainter Lake""",1.1,1617.75,701.63,0.0,WI
"""5579100""","""Taycheedah""",0.08,237.95,80.24,0.9,WI
"""5579150""","""Taylor""",0.03,20.36,8.9,0.0,WI
"""5579250""","""Tennyson""",0.01,10.36,4.28,0.0,WI
"""5579375""","""Theresa""",0.03,52.01,22.77,0.0,WI
"""5579475""","""Thiensville""",3.0,3182.0,1542.0,0.2,WI
"""5579600""","""Thornton""",0.01,21.85,9.01,0.0,WI
"""5579625""","""Thorp""",0.86,715.4,311.89,0.0,WI
"""5579675""","""Three Lakes""",0.21,126.38,64.87,0.0,WI
"""5579740""","""Tichigan""",4.34,6428.58,2367.58,0.0,WI
"""5579825""","""Tigerton""",0.29,250.69,107.63,0.0,WI
"""5579900""","""Tilleda""",0.0,6.22,2.41,0.0,WI
"""5580075""","""Tomah""",4.74,5580.54,2409.18,1.3,WI
"""5580125""","""Tomahawk""",2.83,2341.51,1085.81,0.0,WI
"""5580225""","""Tony""",0.06,42.12,17.83,0.0,WI
"""5580300""","""Townsend""",0.0,6.38,3.21,0.0,WI
