place,name,blkgrps,population,households,alltransit_performance_score,state
"""4600100""","""Aberdeen""",19.51,23010.43,10165.31,0.0,SD
"""4600460""","""Agar""",0.0,0.14,0.06,0.0,SD
"""4600520""","""Agency Village""",0.06,85.19,22.0,0.0,SD
"""4600540""","""Akaska""",0.0,1.08,0.42,0.0,SD
"""4600620""","""Albee""",0.0,0.62,0.25,0.0,SD
"""4600700""","""Alcester""",0.08,90.88,40.1,0.0,SD
"""4600820""","""Alexandria""",0.01,6.2,2.09,0.0,SD
"""4600900""","""Allen""",0.01,5.03,1.22,0.0,SD
"""4601020""","""Alpena""",0.0,3.84,1.54,0.0,SD
"""4601140""","""Altamont""",0.01,3.95,1.83,0.0,SD
"""4601450""","""Anderson""",0.14,345.29,117.12,1.1,SD
"""4601500""","""Andover""",0.0,0.89,0.41,0.0,SD
"""4601740""","""Antelope""",0.03,41.39,12.78,0.0,SD
"""4602180""","""Arlington""",0.02,13.09,6.06,0.0,SD
"""4602260""","""Armour""",1.0,802.92,375.38,0.0,SD
"""4602340""","""Artas""",0.0,0.2,0.09,0.0,SD
"""4602380""","""Artesian""",0.0,1.27,0.56,0.0,SD
"""4602530""","""Ashland Heights""",0.65,484.66,241.36,0.0,SD
"""4602540""","""Ashton""",0.0,1.32,0.51,0.0,SD
"""4602580""","""Astoria""",0.0,1.39,0.53,0.0,SD
"""4602780""","""Aurora""",0.01,6.88,2.83,0.0,SD
"""4602860""","""Aurora Center""",0.0,0.19,0.09,0.0,SD
"""4602900""","""Avon""",0.0,4.62,1.85,0.0,SD
"""4603060""","""Badger""",0.01,7.01,2.85,0.0,SD
"""4603380""","""Baltic""",0.02,32.91,11.42,0.0,SD
"""4603420""","""Bancroft""",0.0,0.55,0.25,0.0,SD
"""4603860""","""Batesland""",0.0,0.53,0.12,0.0,SD
"""4603900""","""Bath""",0.0,1.93,0.77,0.0,SD
"""4603960""","""Bath Corner""",0.0,1.15,0.46,0.0,SD
"""4604380""","""Belle Fourche""",2.97,4084.36,1693.95,0.0,SD
"""4604620""","""Belvidere""",0.0,0.37,0.18,0.0,SD
"""4604980""","""Beresford""",0.03,44.32,18.69,0.0,SD
"""4605540""","""Big Stone City""",0.08,50.28,25.44,0.0,SD
"""4605580""","""Bijou Hills""",0.01,14.24,4.14,0.0,SD
"""4605620""","""Bison""",0.0,0.68,0.26,0.0,SD
"""4605780""","""Blackhawk""",0.74,1876.86,793.96,0.0,SD
"""4606120""","""Blucksberg Mountain""",0.0,4.84,1.87,0.0,SD
"""4606180""","""Blunt""",0.0,4.83,1.74,0.0,SD
"""4606220""","""Bonesteel""",0.0,1.42,0.62,0.0,SD
"""4606540""","""Bowdle""",0.0,3.05,1.18,0.0,SD
"""4606620""","""Box Elder""",3.35,4587.71,1519.22,0.0,SD
"""4606660""","""Bradley""",0.0,0.38,0.15,0.0,SD
"""4606840""","""Brandon""",4.03,5526.89,2041.82,0.0,SD
"""4606940""","""Brandt""",0.01,11.24,4.29,0.0,SD
"""4607040""","""Brant Lake""",0.0,2.17,0.91,0.0,SD
"""4607044""","""Brant Lake South""",0.01,7.35,3.09,0.0,SD
"""4607060""","""Brentford""",0.0,0.24,0.1,0.0,SD
"""4607180""","""Bridgewater""",0.02,10.17,4.37,0.0,SD
"""4607300""","""Bristol""",0.0,1.75,0.81,0.0,SD
"""4607380""","""Britton""",0.03,57.52,22.17,0.0,SD
"""4607420""","""Broadland""",0.0,3.02,1.21,0.0,SD
"""4607580""","""Brookings""",10.05,16611.83,6083.38,0.0,SD
"""4607740""","""Bruce""",0.0,2.14,0.93,0.0,SD
"""4608060""","""Bryant""",0.0,4.64,1.44,0.0,SD
"""4608140""","""Buffalo""",0.0,0.26,0.11,0.0,SD
"""4608330""","""Buffalo Chip""",0.0,3.76,1.47,0.0,SD
"""4608340""","""Buffalo Gap""",0.0,0.81,0.38,0.0,SD
"""4608460""","""Bullhead""",0.0,4.28,1.07,0.0,SD
"""4608700""","""Burke""",0.0,1.69,0.8,0.0,SD
"""4608820""","""Bushnell""",0.01,5.76,1.71,0.0,SD
"""4608860""","""Butler""",0.0,0.56,0.23,0.0,SD
"""4609260""","""Camp Crook""",0.0,0.07,0.03,0.0,SD
"""4609300""","""Canistota""",0.02,13.94,6.15,0.0,SD
"""4609420""","""Canova""",0.0,0.82,0.35,0.0,SD
"""4609500""","""Canton""",0.39,518.17,179.5,0.0,SD
"""4609780""","""Caputa""",0.0,3.55,1.21,0.0,SD
"""4610220""","""Carthage""",0.0,2.68,1.29,0.0,SD
"""4610500""","""Castlewood""",0.01,14.03,5.63,0.0,SD
"""4610620""","""Cavour""",0.0,1.31,0.51,0.0,SD
"""4611060""","""Centerville""",0.01,16.23,7.15,0.0,SD
"""4611140""","""Central City""",0.01,7.81,3.71,0.0,SD
"""4611220""","""Chamberlain""",1.33,1120.79,504.68,0.0,SD
"""4611380""","""Chancellor""",0.0,6.8,2.78,0.0,SD
"""4611500""","""Chelsea""",0.0,0.64,0.21,0.0,SD
"""4611660""","""Chester""",0.01,11.42,4.8,0.0,SD
"""4612020""","""Claire City""",0.0,0.75,0.29,0.0,SD
"""4612100""","""Claremont""",0.0,0.83,0.37,0.0,SD
"""4612180""","""Clark""",0.18,127.96,62.29,0.0,SD
"""4612540""","""Clear Lake""",0.13,184.89,81.91,0.0,SD
"""4613220""","""Colman""",0.02,28.13,11.99,0.0,SD
"""4613300""","""Colome""",0.0,0.42,0.18,0.0,SD
"""4613355""","""Colonial Pine Hills""",1.29,4453.2,1759.06,0.1,SD
"""4613380""","""Colton""",0.17,124.42,51.83,0.0,SD
"""4613420""","""Columbia""",0.01,5.34,2.35,0.0,SD
"""4613700""","""Conde""",0.0,0.82,0.35,0.0,SD
"""4613840""","""Corn Creek""",0.0,3.37,0.99,0.0,SD
"""4613940""","""Corona""",0.0,2.8,1.23,0.0,SD
"""4613980""","""Corsica""",0.01,5.38,2.26,0.0,SD
"""4614220""","""Cottonwood""",0.0,0.44,0.22,0.0,SD
"""4614320""","""Cow Creek""",0.0,1.25,0.55,0.0,SD
"""4614580""","""Cresbard""",0.0,0.85,0.28,0.0,SD
"""4614660""","""Crocker""",0.01,6.17,2.39,0.0,SD
"""4614740""","""Crooks""",0.03,54.08,16.79,0.0,SD
"""4615140""","""Custer""",0.18,168.94,75.99,0.0,SD
"""4615256""","""Dakota Dunes""",0.3,1097.65,452.1,1.1,SD
"""4615300""","""Dallas""",0.0,1.68,0.78,0.0,SD
"""4615420""","""Dante""",0.0,2.31,0.71,0.0,SD
"""4615540""","""Davis""",0.0,4.37,1.83,0.0,SD
"""4615700""","""Deadwood""",0.49,403.27,202.64,0.0,SD
"""4615980""","""Dell Rapids""",0.16,386.75,144.62,0.0,SD
"""4616060""","""Delmont""",0.0,2.89,1.21,0.0,SD
"""4616260""","""De Smet""",0.03,45.18,20.51,0.0,SD
"""4616620""","""Dimock""",0.0,0.83,0.27,0.0,SD
