store_name,street,city,state,zip,final_zip_pred,Population,Zip,County,AverageMbps,FastestAverageMbps
Trader Joe's Chatsworth (184),10330 Mason Ave,Chatsworth,CA,91311,0.1153125930567311,36557.0,91311,Los Angeles,92.87,227.72
Trader Joe's Newport News (656),12551 Jefferson Ave,Newport News,VA,23602,0.1958352029850146,39676.0,23602,Newport News,73.17,188.3
Trader Joe's Boise (360),300 S Capitol Blvd,Boise,ID,83702,0.0731530878009641,22293.0,83702,Ada,35.74,109.38
Trader Joe's Rancho Santa Margarita (27),30652 Santa Margarita Pkwy,Rancho Santa Margarita,CA,92688,0.1031631940421266,43792.0,92688,Orange,100.44,224.62
Trader Joe's Shrewsbury (608),1031 Broad St,Shrewsbury,NJ,07702,0.1221055310528073,3809.0,07702,Monmouth,125.51,349.17
Trader Joe's Napa (128),3654 Bel Aire Plaza,Napa,CA,94558,0.0692981265334904,66830.0,94558,Napa,91.08,250.3
Trader Joe's Tulsa (460),3702 S Peoria Ave,Tulsa,OK,74105,0.12614562224559,26547.0,74105,Tulsa,148.67,303.14
Trader Joe's Foxborough - Patriot Place (528),350 Patriot Place,Foxborough,MA,02035,0.0735930566053147,16865.0,02035,Norfolk,81.18,223.63
Trader Joe's Salem (153),4450 Commercial St SE,Salem,OR,97302,0.1170083549822872,37131.0,97302,Marion,112.84,317.97
Trader Joe's Northbrook (682),127 Skokie Blvd,Northbrook,IL,60062,0.0494028185059118,39936.0,60062,Cook,138.74,291.57
Trader Joe's San Clemente (16),638 Camino de Los Mares,San Clemente,CA,92673,0.0909798124385801,29309.0,92673,Orange,146.22,298.98
Trader Joe's Woodland Hills (209),21055 Ventura Blvd,Woodland Hills,CA,91364,0.097582993434588,25851.0,91364,Los Angeles,123.2,250.58
Trader Joe's Everett (139),811 SE Everett Mall Way,Everett,WA,98208,0.09425751774323,51802.0,98208,Snohomish,44.01,143.14
Trader Joe's Warwick (518),1000 Bald Hill Rd,Warwick,RI,02886,0.2960588582566779,29269.0,02886,Kent,80.26,120.83
Trader Joe's Winter Park (765),131 Orlando Ave.,Winter Park,FL,32789,0.128351769427508,24557.0,32789,Orange,98.53,203.51
Trader Joe's Portland SE (143),4715 SE Cesar Chavez Blvd,Portland,OR,97202,0.0608485876143857,38762.0,97202,Multnomah,59.44,169.22
Trader Joe's Pacific Grove (79),1170 Forest Ave,Pacific Grove,CA,93950,0.0746358742636695,15046.0,93950,Monterey,128.79,292.6
Trader Joe's Crestview Hills Grocery (788),2780 Dixie Highway,Crestview Hills,KY,41017,0.1579728597212448,38940.0,41017,Kenton,132.89,360.57
Trader Joe's Crestview Hills Wine (789),2785 Dixie Highway,Crestview Hills,KY,41017,0.1579728597212448,38940.0,41017,Kenton,132.89,360.57
Trader Joe's Westwood (602),20 Irvington St,Westwood,NJ,07675,0.0535925012169131,26339.0,07675,Bergen,133.39,380.03
Trader Joe's San Francisco (100),3 Masonic Ave,San Francisco,CA,94118,0.0307399061143398,38319.0,94118,San Francisco,116.34,312.25
Trader Joe's Hewlett (554),1280 West Broadway,Hewlett,NY,11557,0.0842875651258058,7823.0,11557,Nassau,93.53,224.37
Trader Joe's Athens (736),1850 Epps Bridge Pkwy,Athens,GA,30606,0.1281663406692871,40225.0,30606,Clarke,75.07,217.92
Trader Joe's Greenwood Village (303),"5910 S University Blvd, Suite E1",Greenwood Village,CO,80121,0.1053020813462962,17853.0,80121,Arapahoe,118.2,279.66
Trader Joe's Minnetonka (714),11220 Wayzata Blvd,Minnetonka,MN,55305,0.0582995592493969,19368.0,55305,Hennepin,143.96,297.96
Trader Joe's Oceanside (22),2570 Vista Way,Oceanside,CA,92054,0.1956607903655378,40375.0,92054,San Diego,80.43,210.19
Trader Joe's Long Beach - Bixby Knolls (116),4210 Long Beach Blvd,Long Beach,CA,90807,0.0592029990435885,31481.0,90807,Los Angeles,109.33,278.96
Trader Joe's Edgewater (606),715 River Rd,Edgewater,NJ,07020,0.0646391221335529,11513.0,07020,Bergen,177.4,527.34
Trader Joe's West Hollywood (173),8611 Santa Monica Blvd,West Hollywood,CA,90069,0.0401591032444884,20483.0,90069,Los Angeles,109.26,281.41
Trader Joe's Oakland - Rockridge (231),5727 College Ave,Oakland,CA,94618,0.0186515251534592,16046.0,94618,Alameda,89.04,213.03
Trader Joe's Arroyo Grande (117),955 Rancho Pkwy,Arroyo Grande,CA,93420,0.1568831271322314,28413.0,93420,San Luis Obispo,68.63,112.85
Trader Joe's Fort Wayne (757),4110 W. Jefferson Blvd.,Fort Wayne,IN,46804,0.1861215339002622,27245.0,46804,Allen,53.68,144.57
Trader Joe's Spokane N (164),5520 N Division St,Spokane,WA,99208,0.2436867845483275,49193.0,99208,Spokane,93.17,282.31
Trader Joe's Chino Hills (216),13911 Peyton Drive,Chino Hills,CA,91709,0.1309974144713074,74796.0,91709,San Bernardino,77.04,216.97
Trader Joe's Downers Grove (683),122 Ogden Ave,Downers Grove,IL,60515,0.0600102048020278,27503.0,60515,DuPage,97.3,322.67
Trader Joe's Southlake (406),1492 E Southlake Blvd,Southlake,TX,76092,0.1066498499280787,26669.0,76092,Tarrant,149.26,420.13
Trader Joe's San Jose - Coleman Ave (212),635 Coleman Ave,San Jose,CA,95110,0.0643765220784573,18730.0,95110,Santa Clara,126.89,321.56
Trader Joe's Shrewsbury (508),77 Boston Turnpike,Shrewsbury,MA,01545,0.0646443769410285,35299.0,01545,Worcester,57.23,156.46
Trader Joe's Tempe (93),6460 S McClintock Dr,Tempe,AZ,85283,0.1607017464225516,44813.0,85283,Maricopa,76.34,173.61
Trader Joe's Fair Oaks (71),5309 Sunrise Blvd,Fair Oaks,CA,95628,0.1415075860340863,40196.0,95628,Sacramento,64.75,186.12
Trader Joe's Charlotte - North (743),1820 E Arbors Dr,Charlotte,NC,28262,0.1481215525543877,37547.0,28262,Mecklenburg,101.68,228.5
Trader Joe's Mission Valley (222),1072 Camino Del Rio North,San Diego,CA,92108,0.1416005460059718,18858.0,92108,San Diego,132.2,259.88
Trader Joe's Newington/Portsmouth (520),45 Gosling Rd,Portsmouth,NH,03801,0.0934462453706538,21532.0,03801,Rockingham,155.49,300.95
Trader Joe's Palmdale (185),39507 10th St W,Palmdale,CA,93551,0.1475398756451074,50798.0,93551,Los Angeles,109.99,242.78
Trader Joe's Houston - West (431),11683 Westheimer Rd,Houston,TX,77077,0.1219792843299743,52151.0,77077,Harris,87.53,233.02
Trader Joe's Eagle Rock (55),1566 Colorado Blvd,Eagle Rock,CA,90041,0.0664969018866097,27425.0,90041,Los Angeles,79.45,221.87
Trader Joe's Boulder (301),1906 28th St,Boulder,CO,80301,0.0617663709242795,22555.0,80301,Boulder,131.71,269.12
Trader Joe's Oceanside (552),3418 Long Beach Rd,Oceanside,NY,11572,0.088732029877675,30574.0,11572,Nassau,102.33,254.79
Trader Joe's Pittsburgh - South Hills (630),1630 Washington Rd,Pittsburgh,PA,15241,0.0947742894137525,20395.0,15241,Allegheny,95.34,236.98
Trader Joe's Algonquin (699),1800 S Randall Rd,Algonquin,IL,60102,0.1216170562246312,32193.0,60102,McHenry,132.16,270.17
Trader Joe's Charlotte - Piper Glen (742),6418 Rea Rd,Charlotte,NC,28277,0.0759628789206571,59664.0,28277,Mecklenburg,134.2,335.02
Trader Joe's Woodbury (715),8960 Hudson Rd. Ste. 801,Woodbury,MN,55125,0.0872397667341321,43281.0,55125,Washington,153.86,324.7
Trader Joe's Evanston (702),1211 Chicago Avenue,Evanston,IL,60202,0.0427193890649034,31361.0,60202,Cook,113.53,251.66
Trader Joe's Hermosa Beach (248),1100 Pacific Coast Hwy,Hermosa Beach,CA,90254,0.0545184065163697,19506.0,90254,Los Angeles,149.27,380.76
Trader Joe's Lexington Wine (626),2320 Nicholasville Road,Lexington,KY,40503,0.0894157297383561,28003.0,40503,Fayette,53.74,113.33
Trader Joe's Lexington Grocery (627),2326 Nicholasville Rd,Lexington,KY,40503,0.0894157297383561,28003.0,40503,Fayette,53.74,113.33
Trader Joe's Bailey's Crossroads (644),5847 Leesburg Pike,Bailey's Crossroads,VA,22041,0.0732437478096557,27989.0,22041,Fairfax County,94.16,238.92
Trader Joe's Indianapolis - Castleton (671),5473 E 82nd St,Indianapolis,IN,46250,0.167721093084977,18546.0,46250,Marion,52.26,184.71
Trader Joe's Encinitas (25),115 N El Camino Real,Encinitas,CA,92024,0.0970000950462371,49121.0,92024,San Diego,102.35,243.59
Trader Joe's Bridgewater (614),315 Promenade Blvd,Bridgewater,NJ,08807,0.0784115092134237,37972.0,08807,Somerset,127.39,335.17
Trader Joe's Marina Del Rey (205),4675 Admiralty Way,Marina Del Rey,CA,90292,0.0632988832418559,21576.0,90292,Los Angeles,127.04,275.03
Trader Joe's Roseville (80),1117 Roseville Square,Roseville,CA,95678,0.2077307453805962,41192.0,95678,Placer,54.89,107.92
Trader Joe's Seattle - Capitol Hill (130),1700 Madison St,Seattle,WA,98122,0.0393188727802568,31454.0,98122,King,84.76,233.52
Trader Joe's Grosse Pointe (665),17028 Kercheval Ave,Grosse Pointe,MI,48230,0.0503891925268337,16976.0,48230,Wayne,81.84,223.4
Trader Joe's SoHo (539),233 Spring Street,New York,NY,10013,0.0692731331410204,27700.0,10013,New York,72.32,263.15
Trader Joe's Alameda (109),2217 South Shore Center,Alameda,CA,94501,0.0493022835248319,60212.0,94501,Alameda,102.28,272.71
Trader Joe's Tampa (766),3808 W Swann Ave,Tampa,FL,33609,0.1837658842830186,15999.0,33609,Hillsborough,90.65,201.96
Trader Joe's Capitola (64),3555 Clares St #D,Capitola,CA,95010,0.0590227916032567,9137.0,95010,Santa Cruz,132.58,379.75
Trader Joe's Temecula (102),40665 Winchester Rd,Temecula,CA,92591,0.1845183175359163,38272.0,92591,Riverside,97.48,228.96
Trader Joe's Norcross - Peachtree Corners (734),5185 Peachtree Pkwy,Norcross,GA,30092,0.15094874791127802,31704.0,30092,Gwinnett,141.6,354.21
Trader Joe's Las Vegas - Summerlin (86),7575 W Washington,Las Vegas,NV,89128,0.2808191813244896,35669.0,89128,Clark,113.78,311.67
Trader Joe's Culver City (251),6150 Slauson Ave,Culver City,CA,90230,0.0557348481191291,31766.0,90230,Los Angeles,107.54,231.73
Trader Joe's San Juan Capistrano (249),32151 Camino Capistrano,San Juan Capistrano,CA,92675,0.0876047649259087,34731.0,92675,Orange,103.88,224.1
Trader Joe's Ann Arbor (678),2398 East Stadium Blvd,Ann Arbor,MI,48104,0.0290970187532714,38315.0,48104,Washtenaw,82.95,211.14
Trader Joe's Glendale (85),7720 West Bell Rd,Glendale,AZ,85308,0.1557866677429525,63876.0,85308,Maricopa,76.15,164.5
Trader Joe's Ardmore (635),112 Coulter Ave,Ardmore,PA,19003,0.0504773876087464,12519.0,19003,Montgomery,107.06,296.47
Trader Joe's Northville (667),18771 Traditions Drive,Northville,MI,48167,0.1223862829015325,21534.0,48167,Washtenaw,73.26,196.94
Trader Joe's Westbury (550),910 Old Country Rd,Garden City,NY,11530,0.048399630337597,27273.0,11530,Nassau,129.57,270.27
Trader Joe's Fort Collins (304),"3500 S College Ave, Ste 110",Fort Collins,CO,80525,0.1262599114255334,48419.0,80525,Larimer,139.55,394.12
Trader Joe's Glendale (53),103 E Glenoaks Blvd,Glendale,CA,91207,0.0401940098193796,10506.0,91207,Los Angeles,55.58,117.89
Trader Joe's Danville (65),85 Railroad Ave,Danville,CA,94526,0.0333476438016143,31102.0,94526,Contra Costa,199.52,719.98
Trader Joe's Rockville (642),12268-H Rockville Pike,Rockville,MD,20852,0.0299751329601219,40365.0,20852,Montgomery,124.82,355.58
Trader Joe's Littleton (306),8055 West Bowles Ave,Littleton,CO,80123,0.1182223155769785,44795.0,80123,Jefferson,102.75,310.04
Trader Joe's Long Beach - Bellflower Blvd (194),2222 North Bellflower Blvd,Long Beach,CA,90815,0.0523676652743356,39733.0,90815,Los Angeles,94.43,215.62
Trader Joe's Jenkintown (633),933 Old York Rd,Jenkintown,PA,19046,0.0691030477802794,17809.0,19046,Montgomery,102.5,288.84
Trader Joe's San Francisco - Stonestown (236),265 Winston Dr,San Francisco,CA,94132,0.0450144716727924,28129.0,94132,San Francisco,69.26,187.7
Trader Joe's Fort Lauderdale (776),1560 N Federal Hwy,Fort Lauderdale,FL,33304,0.1210325640802347,17724.0,33304,Broward,156.82,285.92
Trader Joe's San Rafael (61),337 3rd St,San Rafael,CA,94901,0.0672044215923284,41157.0,94901,Marin,121.19,312.01
Trader Joe's Toluca Lake (54),10130 Riverside Dr,Toluca Lake,CA,91602,0.0619759914659913,17473.0,91602,Los Angeles,102.94,229.28
Trader Joe's Washington - Union Market District (621),350 Florida Ave. NE,Washington,DC,20002,0.0678827686054279,52370.0,20002,District of Columbia,99.95,268.92
Trader Joe's Hartsdale (533),215 N Central Ave,Hartsdale,NY,10530,0.0685195737073301,12604.0,10530,Westchester,65.1,167.6
Trader Joe's North Potomac (648),10076 Darnestown Rd,Rockville,MD,20850,0.0310753912733828,46340.0,20850,Montgomery,141.39,491.63
Trader Joe's Indianapolis - W 86th (670),2902 W 86th St,Indianapolis,IN,46268,0.1432136901570342,24965.0,46268,Marion,104.62,233.07
Trader Joe's Sarasota (761),4101 S Tamiami Trail,Sarasota,FL,34231,0.2343748812868086,30268.0,34231,Sarasota,138.51,321.12
Trader Joe's Santa Cruz (193),700 Front St,Santa Cruz,CA,95060,0.0805261998154756,46377.0,95060,Santa Cruz,83.13,227.55
Trader Joe's Monterey (204),570 Munras Ave,Monterey,CA,93940,0.1211782025056397,31615.0,93940,Monterey,110.59,271.69
Trader Joe's Agoura Hills (247),28941 Canwood St,Agoura Hills,CA,91301,0.0638004742006429,25488.0,91301,Los Angeles,78.49,221.73
Trader Joe's Glendale (711),5600 N Port Washington Rd,Milwaukee,WI,53217,0.0516002268761557,29192.0,53217,Milwaukee,64.99,193.31
Trader Joe's Allston (561),199 North Harvard Street,Allston,MA,02134,0.0591328656589247,21503.0,02134,Suffolk,101.06,262.37
Trader Joe's Merrick (553),1714 Merrick Rd,Merrick,NY,11566,0.0722471024431388,35321.0,11566,Nassau,140.85,403.13
Trader Joe's Woodmere (676),28425 Chagrin Blvd,Woodmere,OH,44122,0.0507094638021761,34057.0,44122,Cuyahoga,68.41,176.63
Trader Joe's Silver Lake (17),2738 Hyperion Ave,Los Angeles,CA,90027,0.0621585546029084,45151.0,90027,Los Angeles,98.33,231.84
Trader Joe's Cathedral City (118),67720 E Palm Canyon Dr,Cathedral City,CA,92234,0.092129724318432,51151.0,92234,Riverside,100.59,258.55
Trader Joe's Emeryville (72),5700 Christie Ave,Emeryville,CA,94608,0.0505377317492748,28019.0,94608,Alameda,100.43,293.99
Trader Joe's Westwood (234),1000 Glendon Ave,Los Angeles,CA,90024,0.0550821077970683,47452.0,90024,Los Angeles,143.13,301.28
Trader Joe's Dallas  -  Lower Greenville (403),2001 Greenville Ave,Dallas,TX,75206,0.0847243877463361,36248.0,75206,Dallas,169.1,467.27
Trader Joe's Pittsburgh North Hills (624),9020 Covenant Ave,Pittsburgh,PA,15237,0.0974614219850412,41895.0,15237,Allegheny,111.22,313.63
Trader Joe's Chula Vista (120),878 Eastlake Pkwy,Chula Vista,CA,91914,0.1293361249595318,15448.0,91914,San Diego,258.37,459.71
Trader Joe's Corona (213),2790 Cabot Dr,Corona,CA,92883,0.171300577834649,29301.0,92883,Riverside,65.07,183.4
Trader Joe's Hingham (530),5 Essington Drive,Hingham,MA,02043,0.0523665942414815,22157.0,02043,Plymouth,162.88,371.46
Trader Joe's Roswell (733),635 W Crossville Rd,Roswell,GA,30075,0.0754193254737814,52573.0,30075,Fulton,91.1,271.74
Trader Joe's Torrance - Rolling Hills Plaza (29),2545 Pacific Coast Hwy,Torrance,CA,90505,0.0737747244845989,36678.0,90505,Los Angeles,107.51,231.07
Trader Joe's La Grange (685),25 N La Grange Rd,La Grange,IL,60525,0.0804814065292185,31168.0,60525,Cook,97.92,287.27
Trader Joe's Riverside (15),6225 Riverside Plaza,Riverside,CA,92506,0.109762869447331,44001.0,92506,Riverside,99.86,323.52
Trader Joe's Del Mar (223 ),13480 Highlands Place,San Diego,CA,92130,0.0769553472981323,48940.0,92130,San Diego,134.18,364.24
Trader Joe's Vancouver (136),305 SE Chkalov Dr,Vancouver,WA,98683,0.084567916011298,30832.0,98683,Clark,73.82,200.27
Trader Joe's West Hartford (526),1489 New Britain Ave,West Hartford,CT,06110,0.0935506126624397,12650.0,06110,Hartford,67.08,200.98
Trader Joe's Portland (519),87 Marginal Way,Portland,ME,04101,0.0786226061976261,17227.0,04101,Cumberland,49.12,113.37
Trader Joe's Irvine - University Ctr (111),4225 Campus Dr,Irvine,CA,92612,0.05677607284092201,27522.0,92612,Orange,134.79,354.96
Trader Joe's Essex Crossing (538),400 Grand St. (Cellar),New York,NY,10002,0.1272784949526708,81410.0,10002,New York,130.18,251.7
Trader Joe's Bellingham (151),2410 James St,Bellingham,WA,98225,0.1181348498504211,46172.0,98225,Whatcom,105.71,248.23
Trader Joe's Somerville (560),145 Middlesex Ave,Somerville,MA,02145,0.0526819049485735,25439.0,02145,Middlesex,103.67,233.32
Trader Joe's Cary (741),1393 Kildaire Farm Rd,Cary,NC,27511,0.0680867497415302,32029.0,27511,Wake,119.2,290.97
Trader Joe's Columbus (679),3888 Townsfair Way,Columbus,OH,43219,0.1832710052765636,27123.0,43219,Franklin,61.24,146.07
Trader Joe's Palo Alto (207),855 El Camino Real,Palo Alto,CA,94301,0.04480882149693799,16995.0,94301,Santa Clara,156.17,474.47
Trader Joe's Livermore (208),1122 A East Stanley Blvd,Livermore,CA,94550,0.0858996595581779,46896.0,94550,Alameda,105.5,266.25
Trader Joe's Clackamas (152),9345 SE 82nd Ave,Clackamas,OR,97086,0.1467542254896743,26010.0,97086,Clackamas,99.54,256.5
Trader Joe's Arlington - Clarendon (640),1109 N Highland St,Arlington,VA,22201,0.0301135620606845,33476.0,22201,Arlington,140.28,361.03
Trader Joe's Florham Park (604),176 Columbia Turnpike,Florham Park,NJ,07932,0.0622069261598343,9868.0,07932,Morris,113.54,226.39
Trader Joe's Dallas Knox (400),4525 Cole Ave,Dallas,TX,75205,0.0892452280635223,23061.0,75205,Dallas,172.64,412.27
Trader Joe's Towson (649),800 Kenilworth Drive,Towson,MD,21204,0.0486111595249199,20253.0,21204,Baltimore County,177.06,379.9
